,Cluster_Index,Latitude,Longitude,Month,X,crime,danger_index,hours,minutes
139,0,27.2380838,76.4578356,2014-05-19,10803.0,Chain,12,12,35
140,0,27.1955369,76.550903,2014-01-04,10861.0,Hit And Run,12,9,58
141,0,27.1885772,76.5343121,2013-12-13,10926.0,Violence and Offence,12,3,29
142,0,27.2254226,76.4316335,2014-04-09,11113.0,Robery,12,8,23
143,0,27.0709003,76.4290001,2012-12-05,11146.0,Rape,12,10,20
144,0,27.1637176,76.3955959,2013-09-26,11167.0,Murder,12,8,58
145,0,27.1424481,76.3909428,2013-07-20,11244.0,Hit And Run,12,18,0
146,0,27.1801041,76.5047086,2013-11-17,11341.0,Pick,12,12,27
147,0,27.1595164,76.3655005,2013-09-12,11356.0,Hit And Run,12,1,9
148,0,27.205466,76.5281444,2014-02-05,11613.0,Chain,12,18,26
149,0,27.2206049,76.3876507,2014-03-25,11617.0,Murder,12,16,28
150,0,27.2061866,76.3980477,2014-02-07,11741.0,Pick,12,6,7
151,0,27.2798439,76.4040019,2014-09-29,11838.0,Robery,12,1,7
152,0,27.1959721,76.4456473,2014-01-06,11855.0,Robery,12,10,16
153,0,27.1671732,76.3824122,2013-10-07,11896.0,Robery,12,22,35
154,0,27.2078434,76.5315005,2014-02-13,11901.0,Hit And Run,12,10,48
155,0,27.1423064,76.5137248,2013-07-20,11971.0,Violence and Offence,12,18,34
156,0,27.1609436,76.3471608,2013-09-17,12051.0,Murder,12,10,3
157,0,27.1919635,76.3659204,2013-12-24,12064.0,Chain,12,20,40
158,0,27.1275802,76.3626036,2013-06-03,12149.0,Hit And Run,12,13,37
159,0,27.1621786,76.4956769,2013-09-21,12198.0,Hit And Run,12,18,22
160,0,27.2440963,76.400528,2014-06-08,12405.0,Violence and Offence,12,2,2
161,0,27.1545888,76.3481981,2013-08-28,12503.0,Violence and Offence,12,17,8
162,0,27.2243883,76.3623934,2014-04-06,12521.0,Murder,12,0,4
163,0,27.2232422,76.4380281,2014-04-02,12608.0,Rape,12,10,41
164,0,27.1754499,76.3892089,2013-11-02,12717.0,Rape,12,13,46
165,0,27.1877186,76.3738689,2013-12-11,12815.0,Chain,12,1,13
166,0,27.1518888,76.4777227,2013-08-19,12871.0,Hit And Run,12,5,31
167,1,26.9132271,75.6214251,2011-07-24,29.0,Pick,15,6,0
168,1,26.9295851,75.7591196,2011-09-14,56.0,Pick,15,5,1
169,1,26.9782837,75.6442869,2012-02-15,84.0,Rape,15,19,28
170,1,27.0306477,75.7192517,2012-07-30,89.0,Rape,15,13,41
171,1,26.8797514,75.6683843,2011-04-09,115.0,Murder,15,3,31
172,1,26.9301215,75.6368032,2011-09-16,248.0,Chain,15,11,14
173,1,26.9795,75.6090567,2012-02-19,448.0,Rape,15,20,2
174,1,26.8737747,75.6387137,2011-03-21,475.0,Rape,15,18,45
175,1,26.9582015,75.6234875,2011-12-14,504.0,Rape,15,3,8
176,1,26.9033246,75.6066724,2011-06-23,520.0,Hit And Run,15,11,21
177,1,27.0077936,75.5853197,2012-05-19,532.0,Violence and Offence,15,15,41
178,1,26.9929148,75.6591973,2012-04-02,734.0,Pick,15,15,23
179,1,27.0425044,75.6893693,2012-09-06,750.0,Rape,15,1,45
180,1,26.8740212,75.691514,2011-03-22,830.0,Rape,15,5,14
181,1,27.0196033,75.5982679,2012-06-25,1034.0,Murder,15,5,1
182,1,26.9263023,75.6636344,2011-09-04,1246.0,Hit And Run,15,9,53
183,1,26.8724777,75.6370721,2011-03-17,1297.0,Pick,15,3,49
184,1,26.9382699,75.6994304,2011-10-11,1303.0,Pick,15,22,2
185,1,26.8683033,75.6615302,2011-03-04,1325.0,Chain,15,12,55
186,1,26.8991586,75.6028062,2011-06-09,1329.0,Robery,15,13,9
187,1,26.8546293,75.6540644,2011-01-19,1335.0,Rape,15,16,10
188,1,26.9688352,75.707797,2012-01-16,1349.0,Pick,15,5,25
189,1,26.9776812,75.7102787,2012-02-13,1370.0,Violence and Offence,15,4,18
190,1,27.0018159,75.6617786,2012-04-30,1418.0,Murder,15,12,26
191,1,26.8599007,75.5872984,2011-02-05,1426.0,Murder,15,18,4
192,1,26.9700601,75.5886633,2012-01-20,1429.0,Kidnap,15,3,23
193,1,26.9028731,75.5693829,2011-06-21,1452.0,Rape,15,18,41
194,1,26.8801244,75.6947456,2011-04-10,1472.0,Murder,15,1,12
195,1,26.891387,75.7258638,2011-05-16,1474.0,Hit And Run,15,14,7
196,1,26.8524777,75.6759149,2011-01-12,1627.0,Kidnap,15,17,2
197,1,26.9564114,75.5899888,2011-12-08,1664.0,Rape,15,9,48
198,1,27.0030882,75.6208116,2012-05-04,1707.0,Rape,15,12,33
199,1,27.0124682,75.7223129,2012-06-03,1743.0,Violence and Offence,15,3,42
200,1,26.9219958,75.6675036,2011-08-21,1821.0,Violence and Offence,15,9,23
201,1,26.9336518,75.7181516,2011-09-27,1833.0,Robery,15,1,37
202,1,26.9824819,75.7176762,2012-02-29,1898.0,Robery,15,1,58
203,1,27.0099191,75.6889252,2012-05-26,1906.0,Pick,15,1,25
204,1,27.01001,75.6344232,2012-05-26,1932.0,Kidnap,15,18,9
205,1,26.9970129,75.6749294,2012-04-15,1942.0,Robery,15,4,55
206,1,27.0528301,75.6810464,2012-10-09,2061.0,Rape,15,3,13
207,1,26.9644129,75.6675084,2012-01-02,2111.0,Violence and Offence,15,7,52
208,1,26.9756704,75.6259182,2012-02-07,2136.0,Chain,15,2,55
209,1,26.8651029,75.7069806,2011-02-21,2180.0,Violence and Offence,15,6,53
210,1,26.9976648,75.6167813,2012-04-17,2184.0,Rape,15,7,23
211,1,26.9506336,75.7506429,2011-11-20,2351.0,Pick,15,1,48
212,1,26.9273998,75.7555375,2011-09-07,2428.0,Pick,15,18,51
213,1,26.940355,75.7021273,2011-10-18,2457.0,Murder,15,15,53
214,1,26.986188,75.7034457,2012-03-11,2491.0,Murder,15,0,4
215,1,26.9954731,75.725861,2012-04-10,2640.0,Kidnap,15,21,1
216,1,26.8865528,75.6591039,2011-04-30,2644.0,Rape,15,19,17
217,1,26.8784461,75.5784936,2011-04-05,2661.0,Hit And Run,15,18,55
218,1,26.8618874,75.7184357,2011-02-11,2705.0,Pick,15,16,51
219,1,26.9710997,75.7019679,2012-01-24,2788.0,Hit And Run,15,16,1
220,1,27.0330257,75.5913319,2012-08-07,2836.0,Hit And Run,15,4,47
221,1,26.9071635,75.6522599,2011-07-05,2871.0,Chain,15,4,27
222,1,27.0060731,75.6375361,2012-05-14,2927.0,Chain,15,7,27
223,1,27.0271641,75.5833863,2012-07-19,3017.0,Robery,15,22,34
224,1,26.8514214,75.6591071,2011-01-09,3128.0,Pick,15,16,33
225,1,27.0330417,75.6408815,2012-08-07,3151.0,Kidnap,15,22,56
226,1,26.8608,75.6500561,2011-02-08,3181.0,Kidnap,15,21,56
227,1,27.0247377,75.6896441,2012-07-12,3245.0,Robery,15,9,10
228,1,27.0597027,75.6551978,2012-10-31,3391.0,Robery,15,22,57
229,1,27.0233712,75.7066269,2012-07-07,3463.0,Violence and Offence,15,1,35
230,1,26.9257337,75.5717219,2011-09-02,3549.0,Murder,15,13,57
231,1,26.9918751,75.6440963,2012-03-30,3699.0,Pick,15,12,18
232,1,26.9112198,75.7669235,2011-07-18,3716.0,Hit And Run,15,2,11
233,1,26.9735784,75.6415131,2012-01-31,3827.0,Kidnap,15,19,16
234,1,26.9223942,75.7359356,2011-08-22,3962.0,Robery,15,2,29
235,1,26.9151479,75.7650701,2011-07-30,3988.0,Kidnap,15,21,14
236,1,26.92474,75.7803653,2011-08-30,4079.0,Rape,15,7,30
237,1,27.0006509,75.7454226,2012-04-26,4134.0,Robery,15,20,13
238,1,26.9196572,75.7707232,2011-08-13,4229.0,Kidnap,15,0,35
239,1,26.9609016,75.6346828,2011-12-22,4337.0,Chain,15,7,29
240,1,26.9056341,75.7289904,2011-06-30,4375.0,Robery,15,15,40
241,1,27.0444516,75.6658551,2012-09-12,4391.0,Hit And Run,15,13,48
242,1,27.0455349,75.7035236,2012-09-16,4440.0,Violence and Offence,15,8,57
243,1,26.8808551,75.7166649,2011-04-12,4462.0,Kidnap,15,13,35
244,1,26.9217512,75.5840385,2011-08-20,4463.0,Chain,15,15,40
245,1,27.024189,75.6430803,2012-07-10,4538.0,Chain,15,7,33
246,1,26.8781334,75.6673684,2011-04-04,4593.0,Robery,15,6,41
247,1,26.9397114,75.7005735,2011-10-16,4621.0,Violence and Offence,15,17,28
248,1,26.9511273,75.6798129,2011-11-21,4634.0,Violence and Offence,15,20,55
249,1,26.8737443,75.7089243,2011-03-21,4650.0,Hit And Run,15,20,13
250,1,26.8981294,75.7296377,2011-06-06,4722.0,Chain,15,22,36
251,1,26.9305944,75.6892558,2011-09-17,4725.0,Robery,15,9,54
252,1,26.8715766,75.6919236,2011-03-14,4748.0,Murder,15,5,5
253,1,26.8906804,75.6810302,2011-05-14,4839.0,Pick,15,19,35
254,1,26.9507918,75.6646547,2011-11-20,4930.0,Pick,15,20,43
255,1,26.9188196,75.6520038,2011-08-11,5056.0,Kidnap,15,17,22
256,1,26.8545305,75.6783729,2011-01-19,5060.0,Murder,15,18,12
257,1,26.9461779,75.7793595,2011-11-06,5309.0,Hit And Run,15,8,38
258,1,26.9911389,75.7613765,2012-03-27,5347.0,Chain,15,18,10
259,1,26.9035112,75.6745626,2011-06-23,5432.0,Hit And Run,15,15,57
260,1,26.922027,75.6563131,2011-08-21,5499.0,Chain,15,5,15
261,1,27.0208865,75.736416,2012-06-30,5507.0,Rape,15,6,35
262,1,27.0628213,75.6422551,2012-11-10,5596.0,Hit And Run,15,4,39
263,1,27.0122108,75.6419266,2012-06-02,5713.0,Hit And Run,15,12,5
264,1,26.9071713,75.649411,2011-07-05,5723.0,Pick,15,11,22
265,1,26.9747968,75.6766223,2012-02-04,5830.0,Murder,15,12,49
266,1,26.8470092,75.6350676,2010-12-26,5878.0,Rape,15,8,11
267,1,26.8495981,75.6185165,2011-01-03,5928.0,Hit And Run,15,14,58
268,1,26.9686849,75.6475627,2012-01-16,5960.0,Rape,15,21,56
269,1,26.8771973,75.7356306,2011-04-01,6118.0,Chain,15,1,49
270,1,26.8829241,75.7249268,2011-04-19,6143.0,Kidnap,15,3,23
271,1,26.9089045,75.6157566,2011-07-10,6156.0,Murder,15,20,12
272,1,26.9650474,75.66027,2012-01-04,6175.0,Hit And Run,15,19,15
273,1,26.9616184,75.7398156,2011-12-25,6278.0,Chain,15,4,1
274,1,26.9576478,75.5763733,2011-12-12,6337.0,Rape,15,6,12
275,1,26.9452295,75.7076923,2011-11-03,6356.0,Pick,15,3,32
276,1,26.9967012,75.6077537,2012-04-14,6358.0,Murder,15,21,10
277,1,26.9176329,75.7705391,2011-08-07,6410.0,Robery,15,5,32
278,1,27.0396728,75.6244535,2012-08-28,6436.0,Violence and Offence,15,17,48
279,1,26.8473662,75.6721646,2010-12-27,6474.0,Hit And Run,15,12,14
280,1,26.86529,75.6331522,2011-02-22,6543.0,Chain,15,3,49
281,1,26.8998244,75.6878945,2011-06-12,6625.0,Robery,15,21,3
282,1,26.8493276,75.6727872,2011-01-02,6645.0,Chain,15,1,32
283,1,27.0013966,75.6933473,2012-04-29,6726.0,Pick,15,0,26
284,1,26.9653793,75.7040432,2012-01-05,6730.0,Chain,15,13,42
285,1,27.0006714,75.6389499,2012-04-26,6733.0,Chain,15,18,36
286,1,26.9840716,75.5810549,2012-03-05,6865.0,Chain,15,5,2
287,1,26.8949196,75.5901822,2011-05-27,6882.0,Hit And Run,15,8,41
288,1,26.9359662,75.7241098,2011-10-04,6936.0,Robery,15,2,25
289,1,27.0140855,75.7056719,2012-06-08,7016.0,Rape,15,13,26
290,1,26.9196243,75.647795,2011-08-13,7029.0,Chain,15,18,7
291,1,26.8845113,75.7190182,2011-04-24,7038.0,Hit And Run,15,2,28
292,1,26.8693077,75.5782109,2011-03-07,7216.0,Robery,15,9,28
293,1,26.9324776,75.6505743,2011-09-23,7222.0,Hit And Run,15,10,11
294,1,26.9694308,75.7623445,2012-01-18,7324.0,Chain,15,16,27
295,1,26.9155719,75.6787598,2011-07-31,7335.0,Hit And Run,15,17,24
296,1,26.9720563,75.714578,2012-01-27,7537.0,Kidnap,15,22,24
297,1,26.9980867,75.5771644,2012-04-18,7545.0,Hit And Run,15,5,43
298,1,27.0149053,75.7428957,2012-06-11,7733.0,Pick,15,18,14
299,1,27.0535242,75.6746412,2012-10-11,7751.0,Kidnap,15,3,42
300,1,27.0128806,75.6174518,2012-06-04,7804.0,Violence and Offence,15,18,44
301,1,26.8951744,75.6510386,2011-05-28,7828.0,Pick,15,3,32
302,1,26.947746,75.7293428,2011-11-11,7897.0,Pick,15,22,26
303,1,26.9724305,75.6924776,2012-01-28,7938.0,Rape,15,11,9
304,1,26.8536171,75.6166038,2011-01-16,7958.0,Hit And Run,15,19,10
305,1,26.9496814,75.7036804,2011-11-17,8055.0,Violence and Offence,15,22,49
306,1,26.9396547,75.7283355,2011-10-16,8115.0,Pick,15,5,58
307,1,26.8836518,75.6815877,2011-04-21,8137.0,Robery,15,21,40
308,1,26.9755572,75.5935151,2012-02-07,8192.0,Murder,15,12,7
309,1,26.8897408,75.605539,2011-05-11,8215.0,Violence and Offence,15,12,45
310,1,26.8577647,75.602083,2011-01-29,8325.0,Violence and Offence,15,12,15
311,1,26.9234924,75.7075495,2011-08-26,8343.0,Violence and Offence,15,5,22
312,1,26.9041086,75.589179,2011-06-25,8419.0,Kidnap,15,19,39
313,1,27.0015849,75.7489963,2012-04-29,8442.0,Murder,15,7,33
314,1,26.8920631,75.5753258,2011-05-18,8487.0,Pick,15,14,41
315,1,26.9382959,75.7006248,2011-10-12,8514.0,Robery,15,0,33
316,1,26.8670514,75.6319008,2011-02-28,8817.0,Pick,15,10,39
317,1,26.8974529,75.603126,2011-06-04,8821.0,Violence and Offence,15,0,29
318,1,26.9173709,75.6094633,2011-08-06,8881.0,Robery,15,20,20
319,1,26.9411189,75.6579494,2011-10-21,8893.0,Hit And Run,15,8,26
320,1,26.948797,75.6116974,2011-11-14,8922.0,Murder,15,21,21
321,1,26.8797165,75.6472758,2011-04-09,8979.0,Pick,15,19,19
322,1,26.972953,75.6878437,2012-01-29,9204.0,Murder,15,10,8
323,1,26.9824581,75.6252512,2012-02-29,9243.0,Hit And Run,15,21,1
324,1,26.8993545,75.6289126,2011-06-10,9337.0,Kidnap,15,9,22
325,1,26.9572156,75.6309903,2011-12-11,9369.0,Murder,15,7,1
326,1,26.9579223,75.7381006,2011-12-13,9377.0,Robery,15,20,53
327,1,26.9581589,75.7608167,2011-12-14,9421.0,Pick,15,20,4
328,1,26.8872123,75.6049167,2011-05-03,9510.0,Rape,15,5,9
329,1,26.9417944,75.7307383,2011-10-23,9516.0,Hit And Run,15,3,31
330,1,26.8688415,75.6298592,2011-03-05,9552.0,Pick,15,1,12
331,1,26.9243794,75.6857833,2011-08-28,9596.0,Robery,15,1,41
332,1,26.9782195,75.6576659,2012-02-15,9632.0,Robery,15,18,10
333,1,27.0083716,75.6376549,2012-05-21,9705.0,Pick,15,13,52
334,1,27.0233484,75.7070923,2012-07-07,9717.0,Murder,15,20,16
335,1,26.9501067,75.6375526,2011-11-18,9729.0,Chain,15,4,3
336,1,26.8786792,75.7228406,2011-04-05,9749.0,Kidnap,15,9,52
337,1,26.934863,75.7491001,2011-10-01,9796.0,Chain,15,13,49
338,1,26.9635977,75.6692066,2011-12-31,9829.0,Murder,15,6,54
339,1,26.886163,75.7381791,2011-04-29,9850.0,Pick,15,10,4
340,1,26.9673468,75.6525334,2012-01-12,9857.0,Hit And Run,15,18,52
341,1,26.9261851,75.7135414,2011-09-03,9943.0,Murder,15,20,21
342,1,26.9947673,75.7372909,2012-04-08,9976.0,Pick,15,10,4
343,1,27.0279402,75.6061565,2012-07-22,10018.0,Robery,15,11,33
344,1,27.0116016,75.7614668,2012-05-31,10022.0,Pick,15,22,48
345,1,26.8871075,75.6235494,2011-05-02,10025.0,Hit And Run,15,19,16
346,1,26.9995713,75.7714731,2012-04-23,10085.0,Murder,15,11,9
347,1,26.9253796,75.7271866,2011-09-01,10130.0,Kidnap,15,14,34
348,1,26.8954075,75.6057892,2011-05-29,10267.0,Chain,15,9,40
349,1,26.9072349,75.5833314,2011-07-05,10459.0,Hit And Run,15,17,26
350,1,26.9396496,75.7408588,2011-10-16,10476.0,Hit And Run,15,0,53
351,1,26.926761,75.6537774,2011-09-05,10528.0,Pick,15,19,53
352,1,26.910463,75.7463511,2011-07-15,10537.0,Rape,15,0,10
353,1,27.056772,75.6707334,2012-10-21,10677.0,Pick,15,14,45
354,1,26.8390803,75.688203,2010-12-01,10695.0,Chain,15,13,41
355,1,27.0352991,75.611696,2012-08-14,10725.0,Hit And Run,15,4,1
356,1,26.9727228,75.7550664,2012-01-29,10737.0,Violence and Offence,15,1,6
357,1,26.8847318,75.5654987,2011-04-25,10756.0,Hit And Run,15,13,27
