"","X","Month","Longitude","Latitude","hours","minutes","crime"
"57",57,"2012-07-10",75.9106085,27.0243283,22,18,"Pick"
"58",58,"2011-05-19",75.9222857,26.8925425,12,17,"Hit And Run"
"59",59,"2006-12-28",75.6695077,26.3869261,8,37,"Chain"
"60",60,"2009-12-10",75.5315256,26.7269632,16,48,"Rape"
"61",61,"2009-10-03",76.4171824,26.7055545,9,45,"Violence and Offence"
"62",62,"2010-10-07",75.6703222,26.8216724,5,56,"Pick"
"63",63,"2012-10-28",76.9538978,27.0587937,0,40,"Robery"
"64",64,"2005-08-22",75.6422413,26.2317068,8,28,"Robery"
"65",65,"2011-03-16",77.0185452,26.8721678,21,31,"Pick"
"66",66,"2006-07-14",76.4981339,26.3344645,10,33,"Chain"
"67",67,"2005-09-01",76.2114929,26.2346804,5,33,"Robery"
"68",68,"2010-02-17",76.2048309,26.7486688,8,6,"Murder"
"69",69,"2009-05-13",76.6179815,26.6604628,21,37,"Rape"
"70",70,"2008-02-18",76.8883953,26.5183584,7,45,"Rape"
"71",71,"2011-01-29",76.4995051,26.8577527,6,11,"Violence and Offence"
"72",72,"2010-12-15",75.8356419,26.8434256,15,37,"Pick"
"73",73,"2006-07-26",76.149645,26.3382612,15,8,"Chain"
"74",74,"2009-06-13",75.5901092,26.6702482,0,2,"Pick"
"75",75,"2006-11-29",76.0372257,26.3778889,19,18,"Rape"
"76",76,"2007-07-22",76.5777541,26.4519911,20,34,"Robery"
"77",77,"2011-05-10",76.3912093,26.8896067,19,27,"Robery"
"78",78,"2006-01-03",75.3383062,26.2737706,16,33,"Hit And Run"
"79",79,"2005-08-14",76.5361297,26.2289164,19,39,"Rape"
"80",80,"2010-04-11",76.7123972,26.7653166,22,12,"Robery"
"81",81,"2009-01-22",75.3459855,26.6253431,7,0,"Robery"
"82",82,"2011-01-08",76.0927706,26.8511107,15,12,"Robery"
"83",83,"2011-06-12",76.8398111,26.8999955,18,22,"Kidnap"
"84",84,"2012-02-15",75.6442869,26.9782837,19,28,"Rape"
"85",85,"2006-09-01",76.6611968,26.3499184,16,40,"Hit And Run"
"86",86,"2005-11-17",76.1725226,26.2589866,14,23,"Robery"
"87",87,"2013-10-12",76.9318967,27.1689453,9,48,"Pick"
"88",88,"2007-06-11",75.5981856,26.4389826,14,35,"Hit And Run"
"89",89,"2012-07-30",75.7192517,27.0306477,13,41,"Rape"
"90",90,"2005-12-25",76.8591295,26.2709664,8,38,"Kidnap"
"91",91,"2007-01-31",76.5392555,26.3977047,15,49,"Murder"
"92",92,"2011-09-29",76.9344088,26.9343406,12,49,"Robery"
"93",93,"2005-04-22",76.8119514,26.1931245,19,35,"Violence and Offence"
"94",94,"2012-06-25",76.1398366,27.0195316,11,0,"Pick"
"95",95,"2014-10-19",76.9683477,27.2860385,12,23,"Pick"
"96",96,"2014-03-25",76.2798517,27.2204674,13,41,"Violence and Offence"
"97",97,"2006-02-23",75.4186167,26.2898014,8,38,"Rape"
"98",98,"2013-08-25",75.6584917,27.153841,7,26,"Kidnap"
"99",99,"2009-10-18",75.6896729,26.7102412,13,57,"Murder"
"100",100,"2010-11-26",75.7502181,26.8374518,4,54,"Chain"
"101",101,"2015-04-06",76.3284273,27.3393299,12,11,"Robery"
"102",102,"2005-02-28",76.6690099,26.1762431,8,14,"Hit And Run"
"103",103,"2010-10-25",76.2410483,26.8275908,19,40,"Murder"
"104",104,"2011-01-28",75.3445894,26.8572572,19,1,"Kidnap"
"105",105,"2011-10-23",75.4607369,26.9418755,0,35,"Pick"
"106",106,"2012-02-12",75.5658705,26.9770677,0,8,"Pick"
"107",107,"2015-09-26",76.4299897,27.3939027,9,48,"Violence and Offence"
"108",108,"2010-04-22",76.088572,26.7688983,11,57,"Murder"
"109",109,"2007-04-10",76.1971083,26.4194679,21,40,"Pick"
"110",110,"2013-09-04",76.2454848,27.156884,7,8,"Robery"
"111",111,"2005-06-11",75.4629822,26.2088998,3,18,"Rape"
"112",112,"2013-02-21",77.0010777,27.0954625,3,43,"Robery"
"113",113,"2007-01-03",75.5671139,26.3889997,9,16,"Pick"
"114",114,"2014-06-06",76.1242113,27.2437449,4,24,"Murder"
"115",115,"2011-04-09",75.6683843,26.8797514,3,31,"Murder"
"116",116,"2009-02-19",75.9005981,26.6340869,2,27,"Violence and Offence"
"117",117,"2005-09-16",75.7644766,26.2393853,13,41,"Chain"
"118",118,"2011-08-16",76.8031797,26.9205166,8,11,"Pick"
"119",119,"2012-06-22",76.8663757,27.0183781,8,41,"Violence and Offence"
"120",120,"2010-12-29",76.6176855,26.8478723,19,35,"Rape"
"121",121,"2013-08-15",76.354956,27.1504766,20,1,"Violence and Offence"
"122",122,"2009-06-30",76.880362,26.6753616,4,14,"Murder"
"123",123,"2011-01-27",76.4381821,26.857063,3,8,"Violence and Offence"
"124",124,"2015-08-21",76.5945572,27.3827579,5,13,"Kidnap"
"125",125,"2007-11-21",75.9794363,26.4904051,13,31,"Pick"
"126",126,"2011-10-27",75.5537625,26.943036,18,40,"Kidnap"
"127",127,"2005-07-27",76.6119108,26.2234963,1,54,"Rape"
"128",128,"2007-02-28",76.3469253,26.4065298,0,19,"Murder"
"129",129,"2013-06-22",76.7617654,27.1334431,11,32,"Rape"
"130",130,"2009-02-19",75.8246249,26.6342013,9,28,"Hit And Run"
"131",131,"2015-05-27",76.5211847,27.3556784,12,40,"Murder"
"132",132,"2009-05-04",76.1778454,26.6574458,0,10,"Rape"
"133",133,"2014-04-12",76.484893,27.2263334,13,5,"Kidnap"
"134",134,"2007-06-04",76.4337481,26.4367245,14,14,"Robery"
"135",135,"2015-01-23",75.9887446,27.3163097,1,9,"Kidnap"
"136",136,"2008-02-07",76.9612366,26.5151185,22,9,"Pick"
"137",137,"2015-07-08",75.6970207,27.3688884,2,6,"Robery"
"138",138,"2012-07-16",76.8843708,27.0260849,1,14,"Murder"
"139",139,"2006-01-31",76.6560793,26.2826006,11,17,"Kidnap"
"140",140,"2015-04-16",76.2369594,27.342691,15,44,"Pick"
"141",141,"2008-06-23",76.5493089,26.5583426,22,33,"Robery"
"142",142,"2015-10-12",75.2766094,27.3990092,1,6,"Violence and Offence"
"143",143,"2010-03-13",76.8319602,26.7562982,9,16,"Murder"
"144",144,"2014-09-16",75.6338158,27.2756306,20,44,"Murder"
"145",145,"2010-10-18",75.6079175,26.8253378,0,41,"Violence and Offence"
"146",146,"2005-10-23",75.6009053,26.2510817,15,19,"Hit And Run"
"147",147,"2009-05-28",75.8415563,26.6650921,22,51,"Pick"
"148",148,"2011-08-10",76.6935792,26.9185279,1,1,"Robery"
"149",149,"2011-04-22",75.5363029,26.8839822,1,41,"Chain"
"150",150,"2008-05-29",76.3134252,26.5502128,18,51,"Murder"
"151",151,"2012-01-03",76.2158618,26.9644564,1,0,"Rape"
"152",152,"2010-12-30",76.9124877,26.8483602,13,22,"Hit And Run"
"153",153,"2005-07-21",75.9035838,26.2213417,19,16,"Murder"
"154",154,"2011-12-11",76.0637402,26.957426,15,56,"Murder"
"155",155,"2006-09-29",76.0147855,26.3585276,7,35,"Pick"
"156",156,"2007-05-25",75.5099715,26.4338228,12,16,"Rape"
"157",157,"2005-10-31",76.7884188,26.2534947,22,46,"Murder"
"158",158,"2010-03-24",76.0598316,26.7595504,14,3,"Robery"
"159",159,"2012-08-21",76.3038649,27.0374195,13,45,"Chain"
"160",160,"2007-10-12",75.7509502,26.4778881,4,2,"Hit And Run"
"161",161,"2009-02-14",76.4282402,26.6325044,16,26,"Rape"
"162",162,"2007-09-09",75.5409267,26.4674445,18,52,"Chain"
"163",163,"2015-06-30",75.6190227,27.3661143,12,5,"Kidnap"
"164",164,"2009-11-01",75.5757696,26.714429,8,16,"Kidnap"
"165",165,"2011-10-13",75.5650332,26.9386151,0,37,"Hit And Run"
"166",166,"2007-10-22",76.4576983,26.4808713,12,54,"Pick"
"167",167,"2010-06-11",75.2553245,26.7844208,11,58,"Rape"
"168",168,"2014-04-17",75.6368998,27.2278347,13,6,"Pick"
"169",169,"2012-05-04",76.0642821,27.0030227,15,53,"Robery"
"170",170,"2008-03-16",76.6976751,26.5269011,21,35,"Chain"
"171",171,"2005-04-02",76.7563909,26.1866858,5,45,"Violence and Offence"
"172",172,"2009-12-03",76.3600968,26.7246845,8,34,"Robery"
"173",173,"2013-10-27",75.6333725,27.1735263,4,9,"Robery"
"174",174,"2009-05-06",75.4824533,26.6583028,5,19,"Chain"
"175",175,"2005-03-06",76.6162731,26.1784042,7,2,"Pick"
"176",176,"2008-10-06",75.2129343,26.591217,5,15,"Kidnap"
"177",177,"2006-02-08",76.6082728,26.285222,18,24,"Kidnap"
"178",178,"2013-01-26",75.8453899,27.0872442,2,17,"Pick"
"179",179,"2010-07-16",76.1934184,26.7955984,20,4,"Hit And Run"
"180",180,"2007-12-23",75.7571886,26.5003926,8,58,"Chain"
"181",181,"2009-12-03",76.8450363,26.724635,9,58,"Pick"
"182",182,"2005-07-07",75.3767351,26.2171072,11,50,"Hit And Run"
"183",183,"2010-01-10",75.6667353,26.7365705,17,23,"Rape"
"184",184,"2015-07-14",76.5768801,27.3707769,22,51,"Pick"
"185",185,"2014-04-21",76.0689479,27.2292027,17,2,"Violence and Offence"
"186",186,"2005-05-24",76.5741596,26.2032658,18,18,"Chain"
"187",187,"2015-04-16",76.3460243,27.342531,2,8,"Rape"
"188",188,"2012-09-09",76.9670982,27.0433623,9,38,"Kidnap"
"189",189,"2010-06-17",76.7498886,26.7864708,4,38,"Hit And Run"
"190",190,"2007-11-08",76.0283503,26.486325,13,36,"Chain"
"191",191,"2011-05-27",76.601831,26.8950689,17,14,"Murder"
"192",192,"2015-06-18",75.9744209,27.3625959,10,54,"Pick"
"193",193,"2011-12-13",75.4741416,26.957845,17,27,"Pick"
"194",194,"2013-10-08",76.2555966,27.167485,16,52,"Chain"
"195",195,"2008-11-23",77.0057477,26.6065511,5,34,"Violence and Offence"
"196",196,"2013-09-09",75.3666221,27.1584676,10,28,"Hit And Run"
"197",197,"2013-10-26",75.2146202,27.1732899,10,35,"Rape"
"198",198,"2011-08-30",75.4671543,26.9248262,9,30,"Rape"
"199",199,"2009-06-29",76.1479443,26.6751542,12,58,"Rape"
"200",200,"2014-09-20",75.5618853,27.2769826,13,56,"Robery"
"201",201,"2009-01-08",75.8329479,26.620959,21,29,"Rape"
"202",202,"2014-09-18",75.7586634,27.276441,6,16,"Pick"
"203",203,"2010-03-21",76.9932614,26.7586309,20,34,"Chain"
"204",204,"2009-04-14",75.2063784,26.651178,8,52,"Chain"
"205",205,"2011-05-30",76.7103075,26.8959149,15,19,"Murder"
"206",206,"2015-02-01",75.4642635,27.3192946,7,42,"Kidnap"
"207",207,"2015-02-24",76.9744363,27.3264101,6,43,"Rape"
"208",208,"2006-08-31",76.5685033,26.3496097,8,5,"Robery"
"209",209,"2011-04-11",76.2134507,26.8805238,19,2,"Murder"
"210",210,"2005-02-25",75.8131012,26.1753421,22,1,"Chain"
"211",211,"2012-08-05",75.9573272,27.0324621,17,56,"Rape"
"212",212,"2010-02-19",75.195127,26.7492683,4,34,"Violence and Offence"
"213",213,"2012-05-02",76.3932838,27.0022907,2,48,"Kidnap"
"214",214,"2014-09-16",76.5357477,27.2756301,19,53,"Murder"
"215",215,"2015-10-31",76.2030551,27.4051255,18,0,"Murder"
"216",216,"2009-01-13",75.6709085,26.6226261,2,43,"Violence and Offence"
"217",217,"2012-04-27",76.2938103,27.000759,8,25,"Murder"
"218",218,"2015-07-15",76.9323107,27.3709202,18,40,"Rape"
"219",219,"2005-10-19",76.6048109,26.2499872,6,16,"Robery"
"220",220,"2010-01-19",76.6899872,26.7394666,16,58,"Hit And Run"
"221",221,"2006-03-31",76.1194942,26.301136,13,48,"Violence and Offence"
"222",222,"2011-09-30",75.510199,26.9347926,3,3,"Violence and Offence"
"223",223,"2005-12-19",75.3336942,26.2689457,10,27,"Murder"
"224",224,"2015-03-08",75.8319457,27.3301732,14,42,"Violence and Offence"
"225",225,"2008-12-29",75.7017083,26.6178365,16,49,"Chain"
"226",226,"2007-05-12",75.9436184,26.4294554,4,52,"Hit And Run"
"227",227,"2007-10-28",75.398755,26.4827941,16,54,"Murder"
"228",228,"2009-10-01",76.3954993,26.704818,21,56,"Murder"
"229",229,"2007-07-12",76.0854043,26.4487415,20,12,"Rape"
"230",230,"2014-11-08",75.3224028,27.2924838,0,47,"Pick"
"231",231,"2007-03-22",75.8586924,26.4135618,19,4,"Kidnap"
"232",232,"2005-11-07",76.787251,26.2558861,6,17,"Violence and Offence"
"233",233,"2013-11-03",76.6489435,27.1758812,5,14,"Hit And Run"
"234",234,"2005-04-07",76.1049387,26.1885248,20,55,"Pick"
"235",235,"2008-12-22",76.7334185,26.6154789,20,9,"Rape"
"236",236,"2010-04-22",76.8746595,26.7688321,9,17,"Rape"
"237",237,"2008-11-02",75.7551821,26.5997661,15,4,"Rape"
"238",238,"2010-12-26",76.0284148,26.8471341,12,6,"Hit And Run"
"239",239,"2008-03-22",75.6512348,26.5288239,10,17,"Pick"
"240",240,"2014-10-27",76.2088876,27.2885532,1,23,"Murder"
"241",241,"2007-08-29",75.2109454,26.464058,8,18,"Hit And Run"
"242",242,"2008-12-07",75.5267494,26.6109948,5,46,"Chain"
"243",243,"2007-07-14",76.3999605,26.4494658,13,4,"Chain"
"244",244,"2008-06-22",75.7350145,26.5579626,16,52,"Murder"
"245",245,"2009-09-14",76.421035,26.6993279,19,52,"Rape"
"246",246,"2012-02-05",75.5240131,26.9749984,16,2,"Rape"
"247",247,"2014-12-26",76.3361264,27.3076655,10,1,"Kidnap"
"248",248,"2011-09-16",75.6368032,26.9301215,11,14,"Chain"
"249",249,"2008-01-29",75.4990188,26.5122028,4,21,"Hit And Run"
"250",250,"2008-07-02",76.8929606,26.561055,16,7,"Robery"
"251",251,"2010-10-02",75.6407718,26.8203358,15,25,"Rape"
"252",252,"2013-08-17",75.5394807,27.1511115,4,28,"Rape"
"253",253,"2013-10-12",76.4732664,27.1687954,5,48,"Violence and Offence"
"254",254,"2011-07-10",76.4602556,26.9088086,7,32,"Violence and Offence"
"255",255,"2009-11-12",75.8833003,26.7181348,4,57,"Murder"
"256",256,"2006-08-17",76.8040849,26.3451062,9,36,"Chain"
"257",257,"2015-10-16",76.4131068,27.4002883,6,32,"Pick"
"258",258,"2013-02-28",76.9491757,27.0975566,14,31,"Pick"
"259",259,"2012-04-07",75.3222719,26.9945747,11,47,"Robery"
"260",260,"2007-10-07",76.904918,26.4762549,19,21,"Hit And Run"
"261",261,"2013-08-26",76.605472,27.1539826,12,19,"Hit And Run"
"262",262,"2011-06-01",76.9133343,26.8965623,17,16,"Kidnap"
"263",263,"2013-08-13",75.6085774,27.149929,18,58,"Chain"
"264",264,"2012-04-10",75.5499995,26.9954279,19,53,"Murder"
"265",265,"2007-11-05",75.9230922,26.4853889,11,7,"Hit And Run"
"266",266,"2012-09-27",75.2829919,27.0490341,9,28,"Hit And Run"
"267",267,"2015-12-21",76.2370337,27.4210024,4,54,"Chain"
"268",268,"2014-06-13",76.8689652,27.2458314,21,23,"Hit And Run"
"269",269,"2008-09-17",76.8933787,26.5853927,12,10,"Kidnap"
"270",270,"2011-10-22",76.6608962,26.9416702,10,5,"Pick"
"271",271,"2015-11-23",76.3085187,27.4123516,3,1,"Violence and Offence"
"272",272,"2011-09-15",75.4336127,26.930006,11,29,"Kidnap"
"273",273,"2009-09-05",76.3802033,26.696506,16,3,"Hit And Run"
"274",274,"2007-02-14",76.8405339,26.402246,12,6,"Murder"
"275",275,"2006-01-19",76.5050594,26.2788968,7,13,"Kidnap"
"276",276,"2010-08-31",75.4574244,26.8100092,19,43,"Chain"
"277",277,"2012-04-28",75.8800857,27.0013114,6,49,"Hit And Run"
"278",278,"2011-11-20",75.4268336,26.9508259,6,3,"Murder"
"279",279,"2009-09-17",76.2596381,26.7004184,10,46,"Pick"
"280",280,"2010-10-26",75.8960004,26.8278319,16,36,"Robery"
"281",281,"2010-05-08",75.8275219,26.773863,18,41,"Chain"
"282",282,"2015-05-03",76.4750565,27.3479512,12,10,"Violence and Offence"
"283",283,"2013-06-03",75.7068086,27.1277347,11,46,"Pick"
"284",284,"2013-04-17",76.9123344,27.1126813,2,14,"Kidnap"
"285",285,"2010-09-16",75.3586563,26.8151667,7,39,"Murder"
"286",286,"2013-03-09",76.9968441,27.1004173,15,0,"Hit And Run"
"287",287,"2014-01-22",76.5378002,27.2009331,8,3,"Rape"
"288",288,"2015-08-21",76.756639,27.3827971,8,10,"Pick"
"289",289,"2012-05-18",76.3000328,27.007342,2,14,"Pick"
"290",290,"2008-01-27",76.8032592,26.5116283,4,53,"Kidnap"
"291",291,"2005-08-08",76.1520652,26.2272264,9,58,"Robery"
"292",292,"2010-09-22",75.8259615,26.8170156,10,6,"Robery"
"293",293,"2015-08-13",76.0038317,27.3801696,12,16,"Kidnap"
"294",294,"2007-09-04",75.7658886,26.4657933,21,45,"Chain"
"295",295,"2015-11-05",75.6267704,27.4067006,12,44,"Hit And Run"
"296",296,"2009-02-11",76.2050991,26.6317161,10,6,"Pick"
"297",297,"2011-08-05",76.0295433,26.9169421,22,50,"Chain"
"298",298,"2010-05-28",76.8785198,26.7800558,22,16,"Violence and Offence"
"299",299,"2007-05-27",76.8214287,26.4344333,20,13,"Pick"
"300",300,"2013-06-29",76.4028328,27.1356732,19,32,"Murder"
"301",301,"2005-09-28",76.89344,26.2430973,10,45,"Rape"
"302",302,"2008-08-21",76.2522621,26.5767203,7,38,"Hit And Run"
"303",303,"2006-02-04",75.9977053,26.2839017,6,0,"Rape"
"304",304,"2008-08-14",75.2416086,26.5746765,14,34,"Rape"
"305",305,"2012-12-30",75.4608122,27.0787013,13,58,"Kidnap"
"306",306,"2007-04-04",76.0536541,26.4177318,21,2,"Robery"
"307",307,"2014-06-03",76.1192242,27.2427086,5,19,"Kidnap"
"308",308,"2014-01-18",76.5717797,27.1998884,11,57,"Robery"
"309",309,"2005-07-03",76.0533966,26.2157171,9,23,"Hit And Run"
"310",310,"2005-07-30",76.1432305,26.2243707,11,18,"Hit And Run"
"311",311,"2005-06-17",75.7325555,26.2109113,4,35,"Pick"
"312",312,"2013-03-21",76.9102698,27.1043257,1,46,"Hit And Run"
"313",313,"2011-11-18",76.0134753,26.9501092,4,20,"Hit And Run"
"314",314,"2011-09-26",76.4316519,26.9333394,7,36,"Hit And Run"
"315",315,"2010-09-18",75.7776042,26.8157141,9,32,"Chain"
"316",316,"2014-11-30",76.7803091,27.2992796,18,4,"Violence and Offence"
"317",317,"2005-03-28",76.3415272,26.1853053,2,47,"Chain"
"318",318,"2007-07-23",75.4844334,26.4523332,5,44,"Murder"
"319",319,"2014-07-02",76.1997599,27.2518252,11,52,"Hit And Run"
"320",320,"2014-05-13",77.0011366,27.2360732,17,34,"Violence and Offence"
"321",321,"2013-12-24",75.4363899,27.1918918,19,42,"Kidnap"
"322",322,"2011-02-06",76.4233357,26.8601478,7,14,"Violence and Offence"
"323",323,"2005-12-16",76.8891716,26.2680334,22,26,"Chain"
"324",324,"2012-08-14",76.0733896,27.0353201,1,54,"Murder"
"325",325,"2009-08-23",76.9872089,26.6924652,2,20,"Murder"
"326",326,"2006-11-07",76.6061939,26.3710557,19,17,"Kidnap"
"327",327,"2011-04-08",76.8163578,26.8796118,1,19,"Robery"
"328",328,"2009-01-28",76.0594425,26.6271942,14,18,"Hit And Run"
"329",329,"2007-08-17",76.2298864,26.4601362,9,6,"Chain"
"330",330,"2007-09-02",76.1298936,26.4652799,1,22,"Murder"
"331",331,"2012-07-13",75.964196,27.025157,12,58,"Robery"
"332",332,"2005-04-23",75.7859,26.1935718,9,29,"Pick"
"333",333,"2012-03-27",76.9669897,26.991118,2,46,"Kidnap"
"334",334,"2013-11-09",76.5087474,27.1775758,8,18,"Robery"
"335",335,"2010-02-17",76.7253575,26.7487322,15,41,"Rape"
"336",336,"2005-07-14",76.0995056,26.2192412,0,2,"Pick"
"337",337,"2007-05-28",75.7216565,26.4347622,14,36,"Chain"
"338",338,"2008-02-10",76.1754156,26.5159058,16,4,"Chain"
"339",339,"2009-01-03",76.4784944,26.6195148,1,7,"Murder"
"340",340,"2014-01-31",75.7892308,27.20374,22,46,"Rape"
"341",341,"2011-10-05",76.3199606,26.9360717,22,41,"Pick"
"342",342,"2014-06-26",75.8133944,27.2498698,19,1,"Kidnap"
"343",343,"2014-08-02",75.857431,27.2614419,4,12,"Kidnap"
"344",344,"2005-11-04",76.7713113,26.2550315,20,12,"Murder"
"345",345,"2006-07-18",75.6329634,26.3355666,17,5,"Hit And Run"
"346",346,"2006-08-16",75.3765824,26.3448555,21,53,"Pick"
"347",347,"2007-11-09",76.7435141,26.4866742,10,57,"Violence and Offence"
"348",348,"2013-03-08",76.870307,27.1000898,17,19,"Kidnap"
"349",349,"2013-11-10",76.8458249,27.1779123,11,53,"Robery"
"350",350,"2007-08-12",75.6464423,26.4587142,2,24,"Kidnap"
"351",351,"2005-08-03",76.0687131,26.2256777,2,6,"Murder"
"352",352,"2010-01-16",75.3006631,26.7386716,14,48,"Murder"
"353",353,"2007-04-27",75.6868598,26.4247299,14,28,"Murder"
"354",354,"2013-06-08",75.4618236,27.1292501,22,1,"Murder"
"355",355,"2014-11-06",76.2955053,27.291999,22,30,"Kidnap"
"356",356,"2007-02-03",76.1660168,26.3986641,15,58,"Kidnap"
"357",357,"2011-05-31",76.9659696,26.8960777,12,58,"Violence and Offence"
"358",358,"2008-03-02",75.7881528,26.5227029,22,53,"Hit And Run"
"359",359,"2011-12-05",76.5879263,26.9555995,12,33,"Hit And Run"
"360",360,"2010-08-02",76.9919032,26.800821,0,53,"Kidnap"
"361",361,"2015-07-24",75.8114628,27.3738103,14,18,"Kidnap"
"362",362,"2012-08-06",75.4435088,27.0326928,6,16,"Violence and Offence"
"363",363,"2009-12-07",75.4684721,26.7259996,0,50,"Murder"
"364",364,"2007-09-23",76.6149587,26.4718794,13,38,"Robery"
"365",365,"2014-06-24",75.7870599,27.2491865,13,49,"Robery"
"366",366,"2009-09-28",75.5488988,26.7037348,1,38,"Murder"
"367",367,"2011-03-21",76.0770581,26.8737029,16,58,"Violence and Offence"
"368",368,"2015-10-23",76.6309935,27.4025845,17,14,"Murder"
"369",369,"2013-08-03",76.6249048,27.1467465,11,24,"Kidnap"
"370",370,"2006-03-02",76.4163385,26.2922127,2,16,"Kidnap"
"371",371,"2008-07-14",75.4785583,26.5647208,15,25,"Pick"
"372",372,"2007-01-18",76.3023965,26.393478,17,34,"Chain"
"373",373,"2007-10-12",76.9189681,26.4778585,5,28,"Hit And Run"
"374",374,"2014-11-29",76.5529551,27.2991391,6,43,"Robery"
"375",375,"2007-08-22",76.7885992,26.4617717,13,23,"Pick"
"376",376,"2007-06-26",75.3471145,26.44385,1,17,"Robery"
"377",377,"2005-01-14",75.9948695,26.162154,6,9,"Robery"
"378",378,"2010-09-17",76.1502208,26.8156245,19,49,"Rape"
"379",379,"2007-04-23",76.4568723,26.423544,22,53,"Violence and Offence"
"380",380,"2010-04-09",75.7298867,26.7647042,3,30,"Kidnap"
"381",381,"2014-07-25",76.1722949,27.2590748,14,13,"Kidnap"
"382",382,"2010-02-18",75.9682189,26.7488753,22,42,"Pick"
"383",383,"2012-06-08",75.9946102,27.0141932,5,12,"Chain"
"384",384,"2011-05-07",76.4656175,26.8884716,9,45,"Rape"
"385",385,"2009-12-01",76.0403804,26.7241579,9,17,"Pick"
"386",386,"2014-04-13",76.4990922,27.226536,4,48,"Murder"
"387",387,"2007-05-15",75.2365624,26.4304985,20,50,"Hit And Run"
"388",388,"2015-11-24",76.4242411,27.4127113,14,47,"Hit And Run"
